starttime	seconds	ctime	dtime	ttime	wait
Sat Jan 21 14:00:32 2017	1485018032	0	42	43	27
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:32 2017	1485018032	0	43	43	32
Sat Jan 21 14:00:32 2017	1485018032	0	43	43	32
Sat Jan 21 14:00:32 2017	1485018032	0	43	43	32
Sat Jan 21 14:00:32 2017	1485018032	0	42	43	28
Sat Jan 21 14:00:32 2017	1485018032	0	42	43	28
Sat Jan 21 14:00:32 2017	1485018032	0	43	43	32
Sat Jan 21 14:00:32 2017	1485018032	0	43	43	32
Sat Jan 21 14:00:32 2017	1485018032	0	43	43	32
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	33
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	33
Sat Jan 21 14:00:32 2017	1485018032	0	42	43	27
Sat Jan 21 14:00:32 2017	1485018032	0	43	43	27
Sat Jan 21 14:00:32 2017	1485018032	0	42	43	27
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	33
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	33
Sat Jan 21 14:00:32 2017	1485018032	0	43	43	28
Sat Jan 21 14:00:32 2017	1485018032	0	42	43	28
Sat Jan 21 14:00:32 2017	1485018032	0	42	43	27
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:32 2017	1485018032	0	43	43	27
Sat Jan 21 14:00:32 2017	1485018032	0	43	43	32
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:32 2017	1485018032	0	43	43	28
Sat Jan 21 14:00:32 2017	1485018032	0	42	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	33
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	33
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	33
Sat Jan 21 14:00:32 2017	1485018032	0	43	43	33
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	33
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	33
Sat Jan 21 14:00:32 2017	1485018032	0	43	43	29
Sat Jan 21 14:00:32 2017	1485018032	0	43	43	27
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	33
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	33
Sat Jan 21 14:00:32 2017	1485018032	0	42	43	28
Sat Jan 21 14:00:32 2017	1485018032	0	43	43	27
Sat Jan 21 14:00:32 2017	1485018032	0	43	43	27
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	33
Sat Jan 21 14:00:32 2017	1485018032	0	43	43	33
Sat Jan 21 14:00:32 2017	1485018032	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	33
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	33
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	27
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:32 2017	1485018032	0	43	43	27
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	33
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:32 2017	1485018032	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	33
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	33
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	33
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	33
Sat Jan 21 14:00:32 2017	1485018032	0	43	43	28
Sat Jan 21 14:00:32 2017	1485018032	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	27
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	27
Sat Jan 21 14:00:32 2017	1485018032	0	43	43	27
Sat Jan 21 14:00:32 2017	1485018032	0	43	43	27
Sat Jan 21 14:00:32 2017	1485018032	0	43	43	27
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	33
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:32 2017	1485018032	0	43	43	29
Sat Jan 21 14:00:31 2017	1485018031	0	42	43	28
Sat Jan 21 14:00:32 2017	1485018032	0	43	43	27
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	42	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:32 2017	1485018032	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	33
Sat Jan 21 14:00:32 2017	1485018032	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	27
Sat Jan 21 14:00:32 2017	1485018032	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	33
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	27
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	27
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	27
Sat Jan 21 14:00:32 2017	1485018032	0	43	43	29
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	27
Sat Jan 21 14:00:32 2017	1485018032	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	27
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	27
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	27
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	27
Sat Jan 21 14:00:32 2017	1485018032	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	27
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:32 2017	1485018032	0	43	43	29
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	27
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	27
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	27
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	27
Sat Jan 21 14:00:32 2017	1485018032	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	27
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	27
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	27
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	27
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:32 2017	1485018032	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	27
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:32 2017	1485018032	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	33
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	27
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	27
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	27
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	27
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	33
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	27
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	27
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	27
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	27
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	27
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	27
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	27
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	27
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	27
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	27
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	33
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	33
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:32 2017	1485018032	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:32 2017	1485018032	0	43	43	29
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:32 2017	1485018032	0	43	43	28
Sat Jan 21 14:00:32 2017	1485018032	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:32 2017	1485018032	0	43	43	28
Sat Jan 21 14:00:32 2017	1485018032	0	43	43	29
Sat Jan 21 14:00:32 2017	1485018032	0	43	43	28
Sat Jan 21 14:00:32 2017	1485018032	0	43	43	29
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	33
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	33
Sat Jan 21 14:00:32 2017	1485018032	0	43	43	29
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	33
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	33
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	33
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	33
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	33
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	33
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	33
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	33
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	33
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	33
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	33
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	33
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	33
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	33
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	33
Sat Jan 21 14:00:32 2017	1485018032	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	33
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	33
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	33
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	33
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	33
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	33
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	33
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	33
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	33
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	33
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	33
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	33
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	33
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	33
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	33
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	33
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	33
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	33
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	33
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	33
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	33
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	33
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	33
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	33
Sat Jan 21 14:00:32 2017	1485018032	0	43	43	29
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	33
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	33
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	33
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	33
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	33
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	33
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	33
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	33
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	33
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	33
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	33
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	30
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	33
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	33
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	33
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	33
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	33
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	33
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	33
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	33
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	33
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	33
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	33
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	33
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	33
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	33
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	33
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	33
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	33
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	33
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	33
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	33
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	33
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	33
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	33
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	33
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	33
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	33
Sat Jan 21 14:00:32 2017	1485018032	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	33
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	33
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	33
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	33
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	33
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	33
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	33
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	33
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	33
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	33
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	29
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	29
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
Sat Jan 21 14:00:31 2017	1485018031	0	43	43	28
