starttime	seconds	ctime	dtime	ttime	wait
Sat Jan 21 14:00:33 2017	1485018033	0	39	39	30
Sat Jan 21 14:00:33 2017	1485018033	0	39	39	30
Sat Jan 21 14:00:33 2017	1485018033	0	39	39	30
Sat Jan 21 14:00:33 2017	1485018033	0	39	39	30
Sat Jan 21 14:00:33 2017	1485018033	0	39	39	30
Sat Jan 21 14:00:33 2017	1485018033	0	39	39	30
Sat Jan 21 14:00:33 2017	1485018033	0	39	39	30
Sat Jan 21 14:00:33 2017	1485018033	0	39	39	30
Sat Jan 21 14:00:33 2017	1485018033	0	39	39	30
Sat Jan 21 14:00:33 2017	1485018033	0	39	39	30
Sat Jan 21 14:00:33 2017	1485018033	0	39	39	30
Sat Jan 21 14:00:33 2017	1485018033	0	39	39	30
Sat Jan 21 14:00:33 2017	1485018033	0	39	39	30
Sat Jan 21 14:00:33 2017	1485018033	0	39	39	30
Sat Jan 21 14:00:33 2017	1485018033	0	39	39	30
Sat Jan 21 14:00:33 2017	1485018033	0	39	39	30
Sat Jan 21 14:00:33 2017	1485018033	0	39	39	30
Sat Jan 21 14:00:33 2017	1485018033	0	39	39	30
Sat Jan 21 14:00:33 2017	1485018033	0	39	39	30
Sat Jan 21 14:00:33 2017	1485018033	0	39	39	30
Sat Jan 21 14:00:33 2017	1485018033	0	39	39	30
Sat Jan 21 14:00:33 2017	1485018033	0	39	39	30
Sat Jan 21 14:00:33 2017	1485018033	0	39	39	30
Sat Jan 21 14:00:33 2017	1485018033	0	39	39	30
Sat Jan 21 14:00:33 2017	1485018033	0	39	39	30
Sat Jan 21 14:00:33 2017	1485018033	0	39	39	30
Sat Jan 21 14:00:33 2017	1485018033	0	39	39	30
Sat Jan 21 14:00:33 2017	1485018033	0	39	39	30
Sat Jan 21 14:00:33 2017	1485018033	0	39	39	30
Sat Jan 21 14:00:33 2017	1485018033	0	39	39	30
Sat Jan 21 14:00:33 2017	1485018033	0	39	39	30
Sat Jan 21 14:00:33 2017	1485018033	0	39	39	30
Sat Jan 21 14:00:31 2017	1485018031	0	39	40	30
Sat Jan 21 14:00:31 2017	1485018031	0	40	40	30
Sat Jan 21 14:00:31 2017	1485018031	0	40	40	30
Sat Jan 21 14:00:31 2017	1485018031	0	40	40	30
Sat Jan 21 14:00:31 2017	1485018031	0	40	40	30
Sat Jan 21 14:00:31 2017	1485018031	0	40	40	30
Sat Jan 21 14:00:31 2017	1485018031	0	40	40	30
Sat Jan 21 14:00:31 2017	1485018031	0	40	40	30
Sat Jan 21 14:00:31 2017	1485018031	0	40	40	30
Sat Jan 21 14:00:31 2017	1485018031	0	40	40	30
Sat Jan 21 14:00:31 2017	1485018031	0	40	40	30
Sat Jan 21 14:00:31 2017	1485018031	0	40	40	30
Sat Jan 21 14:00:31 2017	1485018031	0	40	40	30
Sat Jan 21 14:00:31 2017	1485018031	0	40	40	30
Sat Jan 21 14:00:31 2017	1485018031	0	40	40	30
Sat Jan 21 14:00:31 2017	1485018031	0	40	40	30
Sat Jan 21 14:00:31 2017	1485018031	0	40	40	30
Sat Jan 21 14:00:31 2017	1485018031	0	40	40	30
Sat Jan 21 14:00:31 2017	1485018031	0	40	40	30
Sat Jan 21 14:00:31 2017	1485018031	0	40	40	30
Sat Jan 21 14:00:31 2017	1485018031	0	40	40	30
Sat Jan 21 14:00:31 2017	1485018031	0	40	40	30
Sat Jan 21 14:00:31 2017	1485018031	0	40	40	30
Sat Jan 21 14:00:31 2017	1485018031	0	40	40	30
Sat Jan 21 14:00:31 2017	1485018031	0	40	40	30
Sat Jan 21 14:00:31 2017	1485018031	0	40	40	30
Sat Jan 21 14:00:31 2017	1485018031	0	40	40	30
Sat Jan 21 14:00:31 2017	1485018031	0	40	40	30
Sat Jan 21 14:00:31 2017	1485018031	0	40	40	30
Sat Jan 21 14:00:31 2017	1485018031	0	40	40	30
Sat Jan 21 14:00:31 2017	1485018031	0	40	40	31
Sat Jan 21 14:00:31 2017	1485018031	0	40	40	26
Sat Jan 21 14:00:31 2017	1485018031	0	40	40	26
Sat Jan 21 14:00:31 2017	1485018031	0	40	40	26
Sat Jan 21 14:00:31 2017	1485018031	0	40	40	26
Sat Jan 21 14:00:31 2017	1485018031	0	40	40	26
Sat Jan 21 14:00:31 2017	1485018031	0	40	40	26
Sat Jan 21 14:00:31 2017	1485018031	0	40	40	26
Sat Jan 21 14:00:31 2017	1485018031	0	40	40	26
Sat Jan 21 14:00:31 2017	1485018031	0	40	40	26
Sat Jan 21 14:00:31 2017	1485018031	0	40	40	26
Sat Jan 21 14:00:31 2017	1485018031	0	40	40	26
Sat Jan 21 14:00:31 2017	1485018031	0	40	40	26
Sat Jan 21 14:00:31 2017	1485018031	0	40	40	26
Sat Jan 21 14:00:31 2017	1485018031	0	40	40	26
Sat Jan 21 14:00:31 2017	1485018031	0	40	40	27
Sat Jan 21 14:00:31 2017	1485018031	0	40	40	26
Sat Jan 21 14:00:31 2017	1485018031	0	40	40	26
Sat Jan 21 14:00:31 2017	1485018031	0	40	40	26
Sat Jan 21 14:00:31 2017	1485018031	0	40	40	26
Sat Jan 21 14:00:31 2017	1485018031	0	40	40	26
Sat Jan 21 14:00:31 2017	1485018031	0	40	40	26
Sat Jan 21 14:00:31 2017	1485018031	0	40	40	26
Sat Jan 21 14:00:31 2017	1485018031	0	40	40	27
Sat Jan 21 14:00:31 2017	1485018031	0	40	40	26
Sat Jan 21 14:00:31 2017	1485018031	0	40	40	27
Sat Jan 21 14:00:31 2017	1485018031	0	40	40	27
Sat Jan 21 14:00:31 2017	1485018031	0	40	40	27
Sat Jan 21 14:00:31 2017	1485018031	0	40	40	26
Sat Jan 21 14:00:31 2017	1485018031	0	40	40	26
Sat Jan 21 14:00:31 2017	1485018031	0	40	40	27
Sat Jan 21 14:00:31 2017	1485018031	0	40	40	26
Sat Jan 21 14:00:31 2017	1485018031	0	40	40	26
Sat Jan 21 14:00:31 2017	1485018031	0	40	40	27
Sat Jan 21 14:00:31 2017	1485018031	0	40	40	27
Sat Jan 21 14:00:31 2017	1485018031	0	40	40	26
Sat Jan 21 14:00:31 2017	1485018031	0	40	40	27
Sat Jan 21 14:00:31 2017	1485018031	0	40	40	26
Sat Jan 21 14:00:31 2017	1485018031	0	40	40	26
Sat Jan 21 14:00:31 2017	1485018031	0	40	40	26
Sat Jan 21 14:00:31 2017	1485018031	0	40	40	27
Sat Jan 21 14:00:31 2017	1485018031	0	40	40	26
Sat Jan 21 14:00:31 2017	1485018031	0	40	40	26
Sat Jan 21 14:00:31 2017	1485018031	0	40	40	26
Sat Jan 21 14:00:31 2017	1485018031	0	40	40	26
Sat Jan 21 14:00:31 2017	1485018031	0	40	40	26
Sat Jan 21 14:00:31 2017	1485018031	0	40	40	26
Sat Jan 21 14:00:31 2017	1485018031	0	40	40	27
Sat Jan 21 14:00:31 2017	1485018031	0	40	40	27
Sat Jan 21 14:00:31 2017	1485018031	0	40	40	27
Sat Jan 21 14:00:31 2017	1485018031	0	40	40	26
Sat Jan 21 14:00:31 2017	1485018031	0	40	40	27
Sat Jan 21 14:00:31 2017	1485018031	0	40	40	27
Sat Jan 21 14:00:31 2017	1485018031	0	40	40	27
Sat Jan 21 14:00:31 2017	1485018031	0	40	40	27
Sat Jan 21 14:00:31 2017	1485018031	0	40	40	27
Sat Jan 21 14:00:31 2017	1485018031	0	40	40	27
Sat Jan 21 14:00:31 2017	1485018031	0	40	40	26
Sat Jan 21 14:00:31 2017	1485018031	0	40	40	27
Sat Jan 21 14:00:31 2017	1485018031	0	40	40	27
Sat Jan 21 14:00:31 2017	1485018031	0	40	40	27
Sat Jan 21 14:00:31 2017	1485018031	0	40	40	27
Sat Jan 21 14:00:31 2017	1485018031	0	40	40	27
Sat Jan 21 14:00:31 2017	1485018031	0	40	40	27
Sat Jan 21 14:00:31 2017	1485018031	0	40	40	27
Sat Jan 21 14:00:31 2017	1485018031	0	40	40	26
Sat Jan 21 14:00:31 2017	1485018031	0	40	40	27
Sat Jan 21 14:00:31 2017	1485018031	0	40	40	27
Sat Jan 21 14:00:31 2017	1485018031	0	40	40	27
Sat Jan 21 14:00:31 2017	1485018031	0	40	40	26
Sat Jan 21 14:00:31 2017	1485018031	0	40	40	26
Sat Jan 21 14:00:31 2017	1485018031	0	40	40	26
Sat Jan 21 14:00:31 2017	1485018031	0	40	40	27
Sat Jan 21 14:00:31 2017	1485018031	0	40	40	27
Sat Jan 21 14:00:31 2017	1485018031	0	40	40	26
Sat Jan 21 14:00:31 2017	1485018031	0	40	40	27
Sat Jan 21 14:00:31 2017	1485018031	0	40	40	27
Sat Jan 21 14:00:31 2017	1485018031	0	40	40	27
Sat Jan 21 14:00:31 2017	1485018031	0	40	40	27
Sat Jan 21 14:00:31 2017	1485018031	0	40	40	27
Sat Jan 21 14:00:31 2017	1485018031	0	40	40	27
Sat Jan 21 14:00:31 2017	1485018031	0	40	40	27
Sat Jan 21 14:00:31 2017	1485018031	0	40	40	27
Sat Jan 21 14:00:31 2017	1485018031	0	40	40	26
Sat Jan 21 14:00:31 2017	1485018031	0	40	40	27
Sat Jan 21 14:00:31 2017	1485018031	0	40	40	27
Sat Jan 21 14:00:31 2017	1485018031	0	40	40	26
Sat Jan 21 14:00:31 2017	1485018031	0	40	40	26
Sat Jan 21 14:00:31 2017	1485018031	0	40	40	26
Sat Jan 21 14:00:31 2017	1485018031	0	40	40	27
Sat Jan 21 14:00:31 2017	1485018031	0	40	40	27
Sat Jan 21 14:00:31 2017	1485018031	0	40	40	27
Sat Jan 21 14:00:31 2017	1485018031	0	40	40	26
Sat Jan 21 14:00:31 2017	1485018031	0	40	40	27
Sat Jan 21 14:00:31 2017	1485018031	0	40	40	27
Sat Jan 21 14:00:31 2017	1485018031	0	40	40	26
Sat Jan 21 14:00:31 2017	1485018031	0	40	40	27
Sat Jan 21 14:00:31 2017	1485018031	0	40	40	26
Sat Jan 21 14:00:31 2017	1485018031	0	40	40	27
Sat Jan 21 14:00:31 2017	1485018031	0	40	40	27
Sat Jan 21 14:00:31 2017	1485018031	0	40	40	26
Sat Jan 21 14:00:31 2017	1485018031	0	40	40	26
Sat Jan 21 14:00:31 2017	1485018031	0	40	40	27
Sat Jan 21 14:00:31 2017	1485018031	0	40	40	27
Sat Jan 21 14:00:31 2017	1485018031	0	40	40	26
Sat Jan 21 14:00:31 2017	1485018031	0	40	40	26
Sat Jan 21 14:00:31 2017	1485018031	0	40	40	26
Sat Jan 21 14:00:31 2017	1485018031	0	40	40	27
Sat Jan 21 14:00:31 2017	1485018031	0	40	40	26
Sat Jan 21 14:00:31 2017	1485018031	0	40	40	26
Sat Jan 21 14:00:31 2017	1485018031	0	40	40	26
Sat Jan 21 14:00:32 2017	1485018032	0	40	40	30
Sat Jan 21 14:00:32 2017	1485018032	0	40	40	30
Sat Jan 21 14:00:32 2017	1485018032	0	40	40	30
Sat Jan 21 14:00:32 2017	1485018032	0	40	40	30
Sat Jan 21 14:00:31 2017	1485018031	0	40	40	27
Sat Jan 21 14:00:31 2017	1485018031	0	40	41	26
Sat Jan 21 14:00:32 2017	1485018032	0	40	41	30
Sat Jan 21 14:00:31 2017	1485018031	0	40	41	26
Sat Jan 21 14:00:32 2017	1485018032	0	40	41	30
Sat Jan 21 14:00:32 2017	1485018032	0	40	41	30
Sat Jan 21 14:00:32 2017	1485018032	0	41	41	30
Sat Jan 21 14:00:32 2017	1485018032	0	41	41	30
Sat Jan 21 14:00:32 2017	1485018032	0	41	41	30
Sat Jan 21 14:00:32 2017	1485018032	0	41	41	30
Sat Jan 21 14:00:32 2017	1485018032	0	40	41	30
Sat Jan 21 14:00:32 2017	1485018032	0	41	41	30
Sat Jan 21 14:00:32 2017	1485018032	0	41	41	30
Sat Jan 21 14:00:32 2017	1485018032	0	41	41	30
Sat Jan 21 14:00:32 2017	1485018032	0	41	41	30
Sat Jan 21 14:00:32 2017	1485018032	0	41	41	30
Sat Jan 21 14:00:32 2017	1485018032	0	41	41	31
Sat Jan 21 14:00:31 2017	1485018031	0	41	41	26
Sat Jan 21 14:00:32 2017	1485018032	0	41	41	27
Sat Jan 21 14:00:32 2017	1485018032	0	41	41	30
Sat Jan 21 14:00:32 2017	1485018032	0	41	41	30
Sat Jan 21 14:00:32 2017	1485018032	0	41	41	30
Sat Jan 21 14:00:32 2017	1485018032	0	41	41	30
Sat Jan 21 14:00:32 2017	1485018032	0	41	41	30
Sat Jan 21 14:00:32 2017	1485018032	0	41	41	30
Sat Jan 21 14:00:32 2017	1485018032	0	41	41	30
Sat Jan 21 14:00:32 2017	1485018032	0	41	41	31
Sat Jan 21 14:00:31 2017	1485018031	0	41	41	26
Sat Jan 21 14:00:32 2017	1485018032	0	41	41	30
Sat Jan 21 14:00:32 2017	1485018032	0	41	41	31
Sat Jan 21 14:00:32 2017	1485018032	0	41	41	30
Sat Jan 21 14:00:31 2017	1485018031	0	41	41	26
Sat Jan 21 14:00:32 2017	1485018032	0	41	41	30
Sat Jan 21 14:00:32 2017	1485018032	0	41	41	30
Sat Jan 21 14:00:32 2017	1485018032	0	41	41	30
Sat Jan 21 14:00:32 2017	1485018032	0	41	41	30
Sat Jan 21 14:00:32 2017	1485018032	0	41	41	30
Sat Jan 21 14:00:31 2017	1485018031	0	41	41	26
Sat Jan 21 14:00:32 2017	1485018032	0	41	41	30
Sat Jan 21 14:00:31 2017	1485018031	0	41	41	26
Sat Jan 21 14:00:32 2017	1485018032	0	41	41	30
Sat Jan 21 14:00:32 2017	1485018032	0	41	41	30
Sat Jan 21 14:00:31 2017	1485018031	0	41	41	26
Sat Jan 21 14:00:32 2017	1485018032	0	41	41	30
Sat Jan 21 14:00:32 2017	1485018032	0	41	41	30
Sat Jan 21 14:00:32 2017	1485018032	0	41	41	31
Sat Jan 21 14:00:31 2017	1485018031	0	41	41	26
Sat Jan 21 14:00:32 2017	1485018032	0	41	41	30
Sat Jan 21 14:00:31 2017	1485018031	0	41	41	26
Sat Jan 21 14:00:32 2017	1485018032	0	41	41	30
Sat Jan 21 14:00:32 2017	1485018032	0	41	41	30
Sat Jan 21 14:00:32 2017	1485018032	0	41	41	30
Sat Jan 21 14:00:32 2017	1485018032	0	41	41	27
Sat Jan 21 14:00:32 2017	1485018032	0	41	41	30
Sat Jan 21 14:00:32 2017	1485018032	0	41	41	30
Sat Jan 21 14:00:32 2017	1485018032	0	41	41	30
Sat Jan 21 14:00:31 2017	1485018031	0	41	41	26
Sat Jan 21 14:00:32 2017	1485018032	0	41	41	31
Sat Jan 21 14:00:32 2017	1485018032	0	41	41	31
Sat Jan 21 14:00:31 2017	1485018031	0	41	41	26
Sat Jan 21 14:00:31 2017	1485018031	0	41	41	26
Sat Jan 21 14:00:31 2017	1485018031	0	41	41	26
Sat Jan 21 14:00:31 2017	1485018031	0	41	41	26
Sat Jan 21 14:00:31 2017	1485018031	0	41	41	26
Sat Jan 21 14:00:31 2017	1485018031	0	41	41	26
Sat Jan 21 14:00:31 2017	1485018031	0	41	41	26
Sat Jan 21 14:00:32 2017	1485018032	0	41	41	27
Sat Jan 21 14:00:32 2017	1485018032	0	41	41	27
Sat Jan 21 14:00:32 2017	1485018032	0	41	41	27
Sat Jan 21 14:00:32 2017	1485018032	0	41	41	27
Sat Jan 21 14:00:32 2017	1485018032	0	41	41	27
Sat Jan 21 14:00:32 2017	1485018032	0	41	41	27
Sat Jan 21 14:00:32 2017	1485018032	0	41	41	27
Sat Jan 21 14:00:32 2017	1485018032	0	41	41	27
Sat Jan 21 14:00:32 2017	1485018032	0	41	41	27
Sat Jan 21 14:00:32 2017	1485018032	0	41	41	26
Sat Jan 21 14:00:32 2017	1485018032	0	41	41	26
