server,starttime,seconds,ctime,dtime,ttime,wait
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,22,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,23,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,23,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,23,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,22,23,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,22
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,21
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
Buffer,Sat Jan 21 14:00:17 2017,1485018017,0,23,23,23
